coordinate	CB45_CPT0H.sorted.dedup.bam	CB45_CPT2H.sorted.dedup.bam	CB45_CPT4H.sorted.dedup.bam	CEM_CPT0H.sorted.dedup.bam	CEM_CPT2H.sorted.dedup.bam	CEM_CPT4H.sorted.dedup.bam
chr6:137910487-137910906	3.332283	3.475275	3.478824	3.723150	3.534055	4.529736
chr6:138020041-138020549	1.894221	1.692223	1.434672	1.141732	1.135675	1.084686
chr6:138028925-138029251	0.810279	1.237757	0.987834	0.797546	2.477584	2.691874
chr6:138036719-138037351	2.358490	2.664890	2.279554	2.246835	6.542112	4.391630
chr6:138057217-138058048	3.746339	3.715667	3.712089	2.310469	6.340832	4.543334
chr6:138089486-138089678	1.670598	2.923977	0.882768	1.458333	2.203526	0.637755
chr6:138116556-138116993	1.252105	1.324822	1.008416	0.778032	1.936279	1.027413
chr6:138132580-138132759	0.527037	1.666177	1.325632	1.452514	5.586592	2.280242
chr6:138145018-138145645	3.039331	3.301715	2.865407	1.594896	3.189793	1.790190
chr6:138187854-138189349	3.975516	5.468521	3.571226	3.919732	12.631850	16.422089
chr6:138202042-138202798	3.618848	4.246728	2.488566	3.042328	4.197192	2.969442
chr6:138230506-138230652	0.904627	2.403269	0.000000	0.000000	0.526870	0.838692
chr6:138248661-138249689	2.863226	3.720390	2.522588	2.509727	6.472613	7.126975
chr6:138261164-138261457	1.803078	1.916053	0.694163	1.092150	2.100289	1.810963
chr6:138289764-138290264	1.207547	1.122807	1.525424	0.840000	1.615385	1.306122
chr6:138296665-138296859	2.139662	0.723458	0.961034	1.340206	0.793021	0.946770
chr6:138430492-138430731	1.105234	1.247890	0.851003	1.422594	2.977149	2.049356
chr6:138724677-138725664	2.771883	4.585933	3.589031	3.465046	6.955811	7.629800
chr6:138838909-138839077	2.358490	1.253133	1.210654	0.714286	1.602564	2.915452
chr6:138898727-138898926	2.559970	1.322401	2.810663	1.507538	1.739467	2.153625
chr6:138910175-138910314	1.764626	1.514578	0.853554	2.446043	1.798561	2.936426
chr6:139013366-139014672	2.210408	1.692593	1.920731	2.205207	3.136412	2.468982
chr6:139094231-139095138	5.741508	7.176154	5.344496	5.490629	14.863030	18.968117
chr6:139267914-139268401	1.394754	1.909291	1.252915	1.190965	2.606223	0.921929
chr6:139308849-139309779	5.132887	6.300698	4.118826	4.559140	9.429280	9.282423
chr6:139349577-139350715	3.448619	4.085345	3.276638	3.304042	6.320129	5.774542
chr6:139434365-139434976	2.346910	2.153502	1.747621	2.258593	3.304797	2.772304
chr6:139446148-139446726	2.415617	2.731743	2.492522	2.491349	4.791057	3.636749
chr6:139455933-139456488	3.535611	5.089300	4.519774	3.243243	13.201663	16.804560
chr6:139456844-139457097	2.237303	4.091256	1.540832	2.292490	7.601095	6.211180
chr6:139482245-139483296	4.254708	4.673911	3.402732	3.596575	5.507575	4.582613
chr6:139494442-139494572	2.467344	3.373819	4.823990	1.384615	2.071006	0.784929
chr6:139532017-139532146	1.462630	4.759962	2.759165	2.480620	2.534287	3.796868
chr6:139571670-139571967	1.715266	2.953512	2.568053	2.222222	1.942502	2.267574
chr6:139600755-139600973	1.384802	1.770481	1.243975	0.733945	0.793931	0.748923
chr6:139611759-139612350	1.979376	2.909134	2.007514	1.962775	3.026162	2.727995
chr6:139612775-139613375	3.270440	4.152047	2.853107	3.033333	4.583333	3.809524
chr6:139664225-139664354	1.901419	3.535972	3.284720	4.031008	0.745379	1.740231
chr6:139694472-139696848	4.041993	4.127533	3.588141	3.762626	10.975137	13.364943
chr6:139901766-139901996	2.050861	2.059496	1.473839	2.347826	2.173913	2.928128
chr6:141131021-141131222	0.750962	0.785546	0.505945	0.995025	2.200536	0.507666
chr6:141219175-141219579	1.447786	1.910717	1.132740	1.237624	1.666032	1.464942
chr6:141804647-141805255	2.917081	3.664589	2.927074	3.223684	5.060729	2.618153
chr6:141883920-141884180	1.233672	2.429150	1.368970	1.846154	3.994083	3.061224
chr6:141887652-141888343	2.867051	3.148247	2.992470	2.604920	2.087276	2.805753
chr6:142067442-142067981	3.535548	3.547831	2.861545	3.599258	3.246753	2.498959
chr6:142310540-142310669	1.608893	1.223990	4.204441	1.860465	1.937985	2.056637
chr6:142393207-142393462	3.181650	3.990368	3.123961	3.607843	2.488688	1.840736
chr6:142396764-142397166	2.159016	1.658375	1.433510	2.487562	2.726751	1.979896
chr6:142468075-142468671	5.223502	6.681973	6.540780	5.771812	13.455085	14.655526
chr6:142553346-142554093	5.531560	6.153268	4.742133	5.194110	6.307281	4.944950
chr6:142622951-142623383	1.659679	2.314815	2.000942	1.990741	2.403846	1.984127
chr6:142652257-142652652	3.343683	3.997335	4.805836	3.493671	5.258033	2.686644
chr6:142676727-142677174	3.461230	2.158640	3.753839	3.266219	3.398727	3.150253
chr6:142716653-142717336	2.652007	3.185122	2.878626	2.928257	3.744791	2.868497
chr6:142799353-142799504	3.373735	4.298827	2.357167	2.119205	5.476312	3.784295
chr6:142866120-142866265	1.040989	1.209921	0.350672	0.965517	0.397878	1.407459
chr6:142872418-142872917	5.596098	4.851809	4.925105	4.088176	3.468475	3.149155
chr6:142882669-142883401	1.958965	2.756207	1.806057	1.256831	1.628836	1.533400
chr6:142887927-142888162	2.007226	1.941023	0.937613	1.957447	2.700491	2.084238
chr6:142890634-142891392	1.294369	1.527566	2.012432	1.424802	1.699817	0.861558
chr6:142891559-142891731	2.193945	2.345981	3.153331	0.930233	1.229875	0.830565
chr6:143050352-143050489	1.239499	2.305033	2.845479	0.875912	1.965188	1.489647
chr6:143095119-143095253	4.364967	3.142184	3.288641	4.626865	5.166475	2.893695
chr6:143140885-143141437	2.461034	1.493771	1.596659	1.376812	2.682553	1.959480
chr6:143163951-143164122	0.772371	2.051913	3.270889	2.222222	1.686910	1.312806
chr6:143164343-143164621	1.628886	0.883504	1.036459	0.863309	1.314333	1.101160
chr6:143166753-143167212	1.890903	2.943088	1.366272	1.612200	2.974694	2.223112
chr6:143177109-143177387	2.036107	0.694182	1.097427	0.719424	1.729386	1.174571
chr6:143178469-143179178	1.250765	1.831094	0.597643	0.902680	1.518932	1.122593
chr6:143206471-143206884	3.015213	3.568243	2.503386	2.033898	5.261687	4.002570
chr6:143221876-143222028	4.965243	2.654663	4.348796	1.447368	1.897773	1.208378
chr6:143223821-143224032	1.430743	2.411242	2.490160	1.706161	1.640540	2.321308
chr6:143224071-143224259	1.405058	1.679731	1.262171	1.063830	2.148118	0.976987
chr6:143234638-143234827	0.898473	1.021071	1.165815	0.105820	1.424501	2.807472
chr6:143247602-143248391	3.395748	3.935695	2.685227	2.458809	6.629619	6.026745
chr6:143264978-143266064	5.663852	6.429518	4.588445	5.027625	10.199745	11.387981
chr6:143266505-143267882	3.329634	5.083515	3.668009	3.326071	8.938048	9.944718
chr6:143268459-143268707	4.488740	6.720430	4.032258	4.596774	13.415012	12.508229
chr6:143380861-143382273	3.033299	3.429253	2.532770	2.393768	6.918719	7.255594
chr6:143628497-143629267	1.960304	1.799954	1.584856	1.194805	1.498501	1.378214
chr6:143771233-143772363	2.788445	3.912436	3.029849	2.902655	7.368958	7.350551
chr6:143819692-143819920	1.737835	2.616189	0.817722	2.192982	1.518219	1.342642
chr6:143832664-143832934	0.978337	1.949318	2.385436	1.925926	3.418803	0.982615
chr6:143858143-143858631	2.319827	2.013230	1.597666	0.983607	3.034363	3.011040
chr6:143875871-143876060	1.497454	0.185649	0.538068	0.317460	0.610501	0.863838
chr6:143998942-143999369	1.369803	0.986072	0.317549	1.077284	2.431994	1.529418
chr6:144163958-144164958	5.584906	5.561403	5.457627	4.540000	12.673077	14.755102
chr6:144178000-144178173	0.872505	0.507048	1.959440	0.462428	0.666963	0.589831
chr6:144263245-144263663	2.347206	3.189793	1.703025	2.296651	3.312477	3.319988
chr6:144290072-144290752	2.025527	1.676986	1.944167	2.529412	3.761312	3.181273
chr6:144384907-144385871	2.935880	3.767198	3.024123	2.614108	5.964730	5.546617
chr6:144416315-144417507	5.603394	5.843047	4.905585	4.228188	11.341637	13.474181
chr6:144471226-144472024	3.144654	3.451612	3.100973	2.280702	6.482553	6.265665
chr6:144472228-144472406	1.589994	2.464025	1.047420	1.460674	4.213483	1.490484
chr6:144536742-144537992	5.298113	5.501754	4.352542	4.032000	10.846154	11.020409
chr6:144605827-144607601	1.499649	1.958108	1.767527	1.521984	3.664036	3.198123
chr6:144655298-144655938	3.891510	5.180921	3.734110	3.343750	6.700721	5.867347
chr6:144664992-144666011	2.036773	2.341477	1.630046	1.629048	2.793085	2.383289
chr6:144670936-144671193	2.936642	1.979657	2.506100	2.723735	2.918288	2.779322
chr6:144672553-144673049	1.559647	1.839276	1.811099	1.330645	2.791563	2.386439
chr6:144685964-144686181	1.825928	0.970167	1.874561	3.410138	3.278979	2.915452
chr6:144781513-144781923	2.669121	2.267865	2.232327	3.219512	2.392120	1.244400
chr6:144789739-144790425	3.713076	4.194159	3.879034	2.623907	4.821709	3.688939
chr6:144880879-144881617	1.482845	1.806685	1.722475	1.300813	2.840317	2.433494
chr6:144904067-144904930	2.230044	1.931248	2.199658	1.645423	4.746412	2.648568
chr6:144924121-144924369	1.065125	1.061121	1.640241	1.129032	0.930521	0.987492
chr6:144980498-144980707	1.805543	0.587593	1.459736	1.148325	2.392344	1.464701
chr6:144996567-144996747	2.935010	2.534113	2.259887	1.333333	2.243590	0.907029
chr6:145433960-145434104	1.179245	0.243665	0.353107	0.694444	0.801282	2.692744
chr6:145812300-145812441	2.943932	2.364066	2.644549	2.127660	2.045826	0.144739
chr6:145865407-145865869	1.429388	1.670844	1.137281	0.995671	1.082251	0.927644
chr6:146014454-146014703	0.227324	0.352286	0.136138	0.803213	0.000000	1.147447
chr6:146055880-146057227	3.950078	5.287904	4.152354	3.771344	9.736737	7.878430
chr6:146135279-146136517	3.947328	5.200805	3.655431	3.715670	10.034796	9.363358
chr6:146187935-146188077	2.391709	2.718063	0.835522	1.690141	2.031419	1.006036
chr6:146284856-146285988	5.467031	5.424338	4.177397	4.240283	11.789889	10.708878
chr6:146349508-146349693	2.447731	1.517307	3.114980	2.378378	2.182952	1.213458
chr6:146864370-146865611	2.995150	3.435260	2.704216	2.143433	7.019773	5.377493
chr6:147021215-147021475	0.725689	2.024292	1.043025	1.461538	2.218935	1.962323
chr6:147091592-147092779	3.878495	5.675519	3.584024	3.807919	7.954766	5.398621
chr6:147106086-147106568	3.288186	1.819903	2.672481	2.489626	2.473667	2.244051
chr6:147178527-147179147	1.491175	1.726089	1.284855	1.451613	3.629032	1.876234
chr6:147424527-147424671	0.262055	0.974659	1.177025	2.083333	0.534188	0.283447
chr6:147430964-147431101	2.065831	1.280574	2.474329	0.875912	1.403706	1.042753
chr6:147523214-147525712	3.262988	4.361384	3.297554	3.402722	9.469114	8.472084
chr6:147851451-147851838	4.095364	4.623963	3.897867	3.410853	5.963029	6.380847
chr6:148524884-148525776	3.659362	3.441900	3.458235	3.834080	6.726457	6.291754
chr6:148880999-148881170	2.317114	1.846722	1.784121	2.222222	3.373819	4.177110
chr6:149067606-149067842	1.279181	0.892061	1.580006	1.949152	1.303781	1.902456
chr6:149068824-149069020	1.636504	1.432152	2.680733	3.163265	2.551021	1.770096
chr6:149082148-149082508	0.943396	2.241715	1.694915	1.111111	1.923077	2.834467
chr6:149293615-149293872	3.010058	3.754523	3.033700	3.735409	4.863813	5.002779
chr6:149381466-149381997	2.878158	3.733439	3.447285	3.050847	5.975662	4.266113
chr6:149387326-149387847	2.172889	1.515304	1.333810	1.535509	1.476451	1.449332
chr6:149396972-149397097	0.754717	0.000000	1.898305	0.480000	0.769231	1.469388
chr6:149638077-149639667	4.438115	4.314244	3.848204	3.509434	9.131592	10.858683
chr6:149687444-149687589	1.951854	3.508772	3.156049	2.344828	3.580902	2.111189
chr6:149753219-149753536	1.726088	1.328242	1.283216	1.892744	2.669255	4.120260
chr6:149794564-149794886	3.105590	3.105590	1.894936	2.360248	2.986144	1.711244
chr6:149805872-149806338	3.320107	3.727129	1.964065	2.532189	5.075933	4.773583
chr6:149866641-149867685	3.361527	3.075217	2.824859	2.739464	7.147067	11.064196
chr6:149886773-149888009	4.655920	5.379550	4.264714	4.110033	11.031243	15.603330
chr6:149969457-149970350	3.232690	3.477338	3.017822	2.597984	9.733827	9.461344
chr6:150038738-150039823	3.199722	3.751314	2.983676	2.396313	6.876994	6.470422
chr6:150067441-150067800	3.626426	4.691394	3.588121	2.729805	12.320549	13.870729
chr6:150070369-150071623	4.995336	4.896612	3.433082	3.811802	10.627530	11.343293
chr6:150184573-150186059	4.101171	5.041203	3.490202	3.674294	8.722436	11.110501
chr6:150217235-150217724	2.353667	1.937359	1.490416	1.186094	1.966336	2.003255
chr6:150244216-150244600	3.783412	2.786915	2.957274	1.666667	6.660657	9.566326
chr6:150255430-150255712	1.672688	1.244245	1.682895	1.985816	4.023458	3.473730
chr6:150262776-150263652	3.898510	5.046864	2.921601	2.968037	9.856867	11.392228
chr6:150284642-150285372	3.566813	3.941360	3.273741	2.739726	9.246575	8.722393
chr6:150310433-150311112	2.334176	3.229723	2.645965	2.120766	4.956384	4.778937
chr6:150312028-150312546	1.748379	2.099844	1.603298	1.196911	3.601129	2.482074
chr6:150325942-150326779	4.057618	6.225241	4.070227	3.249701	10.844591	14.653890
chr6:150400476-150401112	2.758989	1.903343	1.678926	2.421384	3.930818	3.080477
chr6:150463956-150464361	2.236198	2.642408	2.469136	2.617284	6.647674	6.198035
chr6:150525930-150526413	1.640689	1.670844	1.859845	1.242236	2.189839	1.098576
chr6:150684850-150685166	1.791259	1.610038	0.858185	2.468354	5.172833	4.133298
chr6:150739120-150739314	1.361603	1.627781	2.009436	1.237113	3.072958	3.366295
chr6:150739450-150739608	0.955338	2.886964	1.823643	1.012658	1.825706	2.712477
chr6:150895726-150895878	1.986097	3.116344	1.115076	1.315789	1.391700	0.671321
chr6:150920708-150922140	3.873722	3.871410	3.183884	2.779330	6.083476	5.116292
chr6:150943882-150944860	4.302196	4.179672	3.570067	2.903886	5.741702	5.383749
chr6:150945416-150945578	2.562311	3.682045	2.510986	2.345679	4.273504	2.393550
chr6:151041832-151042412	3.513338	2.934060	1.987142	1.206897	2.751989	2.533427
chr6:151170345-151170872	2.291361	2.530044	1.801048	2.201138	4.524887	3.717616
chr6:151186701-151187872	4.285967	4.988988	3.850106	3.228010	8.671090	10.456787
chr6:151561351-151561603	1.347709	2.158173	1.479688	0.476190	3.205128	3.563330
chr6:151710956-151712832	8.850625	9.435904	7.010950	7.771855	17.969902	22.812323
chr6:151773082-151774032	8.957299	9.122808	6.458519	6.968421	17.874495	25.477982
chr6:151872444-151872784	2.219756	2.270382	1.445663	1.764706	2.941176	2.040816
chr6:151969182-151969501	2.720767	2.529835	1.593964	1.818182	1.868821	2.111189
chr6:151997017-151997313	1.657318	1.955903	1.431516	1.554054	1.624220	2.688913
chr6:152002758-152003050	1.615404	1.802451	2.089622	1.712329	2.173340	2.516075
chr6:152047075-152047221	1.292324	1.922615	2.553982	3.424658	3.029505	1.677383
chr6:152220257-152220446	0.598982	0.928247	1.524527	1.481482	1.119251	2.699493
chr6:152283478-152283931	2.457412	2.710972	2.057844	2.119205	4.415011	4.550164
chr6:152554020-152554610	1.503038	1.367826	1.752370	1.864407	2.053455	1.902456
chr6:152622794-152623646	3.366109	4.015320	3.620594	3.497653	7.042253	8.742933
chr6:152630870-152631736	2.614493	2.167659	1.898462	2.078522	3.242139	3.369939
chr6:153219166-153219337	1.986097	1.231148	1.784121	2.456140	1.237067	1.551498
chr6:153303397-153305376	6.206679	7.464340	5.995152	6.983325	16.548763	20.686598
chr6:153323487-153324401	8.897239	9.251795	7.306309	6.170679	11.677327	10.494351
chr6:153345600-153345755	2.678028	2.716469	3.280481	2.193548	3.722084	3.159974
chr6:153446345-153446487	0.797236	0.247097	1.551683	0.140845	0.406284	0.431158
chr6:153452223-153452812	2.818977	3.604087	3.050272	1.731749	5.942276	6.479332
chr6:153529765-153530179	2.187586	2.118824	2.087939	2.705314	2.369008	1.330967
chr6:153531160-153531697	1.370296	1.372146	1.451883	1.973929	1.969632	0.912097
chr6:153833490-153833669	1.581111	1.568166	1.609696	1.899441	1.826386	2.280242
chr6:154477356-154477569	2.568872	2.718063	1.273176	1.314554	1.625135	1.245569
chr6:154570815-154571319	1.946691	1.287942	1.008878	0.436508	1.106532	0.445416
chr6:154623382-154623525	2.770814	3.189793	3.792817	3.356643	1.613771	2.568860
chr6:154831722-154831919	1.723973	1.513937	1.118472	0.609137	4.099961	2.589869
chr6:154996785-154997018	4.291845	4.593028	2.618753	4.721030	5.694949	7.357450
chr6:155054249-155055553	6.467762	7.695619	6.056982	6.088957	13.906914	17.747589
chr6:155272533-155273067	3.462653	3.613904	2.475719	3.333333	2.304811	2.025529
chr6:155371540-155371699	1.779993	2.096436	3.411150	0.503145	1.814224	0.641766
chr6:155414524-155414924	4.056603	3.991228	3.177966	4.850000	3.317307	2.091837
chr6:155492404-155492590	1.825928	2.546689	4.100601	2.043011	1.447477	1.206934
chr6:155589343-155589543	2.358490	3.245614	2.118644	2.700000	2.884615	2.857143
chr6:155635176-155636307	8.241162	10.299843	8.377167	8.275862	17.887505	20.714916
chr6:156484517-156484696	2.635185	1.960208	3.976896	2.346369	1.933820	0.912097
chr6:156745034-156745263	1.647854	1.532215	1.184220	2.969432	1.595566	0.445593
chr6:156785388-156785574	0.710083	0.754575	1.457992	1.397849	2.377998	0.658328
chr6:156885543-156885955	1.831837	0.894226	1.110745	2.330097	2.333831	3.368338
chr6:157007655-157008893	3.535831	3.783692	3.053038	3.198708	6.617373	7.500576
chr6:157040886-157041478	2.549720	3.111664	2.261796	1.858108	2.891112	2.792333
chr6:157098208-157098741	2.796559	3.489023	2.671161	2.814259	9.272622	6.202856
chr6:157098982-157101075	3.263349	3.453450	2.113583	2.312470	5.264802	5.587137
chr6:157101644-157101784	4.582210	3.884712	3.268765	3.857143	12.087912	8.746355
chr6:157274659-157275287	1.141690	0.782210	0.755695	1.146497	2.419157	2.079813
chr6:157297407-157297868	1.514345	1.940861	1.617707	1.084599	1.752044	1.018195
chr6:157342169-157343469	4.528302	5.721997	4.093873	4.415385	11.745563	13.014130
chr6:157421064-157421534	1.284625	1.455767	0.721241	1.489362	1.923077	1.432914
chr6:157468407-157468805	1.659240	1.454642	1.788604	2.964824	1.932741	1.487027
chr6:157542303-157542898	1.046456	1.887071	1.509756	2.050420	3.393665	2.572458
chr6:157548986-157549209	3.892038	4.405633	2.964201	2.780269	5.087961	4.118239
chr6:157549983-157550517	2.119992	2.562586	1.491779	2.022472	3.961395	2.904533
chr6:157556999-157557150	3.623641	0.929476	2.020429	1.721854	1.655629	1.486687
chr6:157694420-157695125	3.452429	3.085729	2.764755	2.297872	4.664485	3.589521
chr6:157695260-157696253	3.553174	3.745517	2.969942	3.001007	8.075762	8.467436
chr6:157731454-157732009	14.754376	12.739055	13.834173	15.567568	8.558558	9.707667
chr6:157733885-157734134	10.456923	9.582189	10.210333	13.092370	7.414272	4.917630
chr6:157735181-157735375	12.740711	16.187374	13.978683	16.597937	11.003172	10.730064
chr6:157744214-157744887	3.924977	3.206382	2.417710	2.526003	5.200594	5.670619
chr6:157790638-157791098	2.420016	2.059496	1.436993	1.000000	2.257525	2.129547
chr6:157801009-157802672	3.131418	4.272558	3.016807	3.018641	9.089228	7.522672
chr6:157972417-157972553	0.832408	0.257998	0.000000	0.882353	0.565611	3.601440
chr6:158177679-158177948	1.402820	1.369595	1.701216	0.966543	3.288533	2.579470
chr6:158185588-158185785	2.394407	2.493543	1.892799	1.522843	3.123780	4.558168
chr6:158195248-158195431	9.794824	9.970282	10.188015	14.863389	12.400168	12.044162
chr6:158235917-158236399	2.035544	2.038291	1.758211	1.742739	2.633259	2.159370
chr6:158281489-158281804	2.815214	3.063214	2.528921	3.238095	10.256411	9.199871
chr6:158294925-158295196	0.974727	1.359487	1.125774	1.402214	2.057905	2.409820
chr6:158306376-158306743	0.616935	1.816530	1.339306	1.089918	3.143995	2.613580
chr6:158402474-158403211	3.865748	4.403818	3.127659	2.822253	10.306858	11.436325
chr6:158411462-158411791	3.326260	3.039514	2.163722	2.249240	2.454992	1.736865
chr6:158424114-158424316	5.137306	3.039778	2.097667	2.970297	3.808073	2.525763
chr6:158447200-158448298	10.533731	10.769181	7.548392	6.083788	15.587782	17.099735
chr6:158461294-158461496	1.214272	1.650165	1.174694	0.891089	2.284844	1.717519
chr6:158467363-158468275	2.006786	2.443059	1.505352	1.820176	2.973178	2.170605
chr6:158507266-158507863	3.982175	3.526404	3.037788	2.110553	4.767427	2.974054
chr6:158588673-158589716	4.287343	4.558376	3.071323	4.007670	8.481451	10.840003
chr6:158652893-158653824	1.823967	2.298980	1.583863	1.783029	5.742378	7.058463
chr6:158692235-158692376	3.613007	3.857161	4.447650	2.411347	4.500818	2.894775
chr6:158939282-158939801	2.399389	3.380320	2.579929	1.888247	3.297762	3.538988
chr6:158980791-158981733	3.865721	3.799307	2.896830	2.484076	7.288095	7.366004
chr6:159065073-159066095	4.153898	3.742232	2.454476	2.818004	7.752522	8.985982
chr6:159070823-159071121	2.785868	4.533145	3.014446	3.020134	4.323696	5.410218
chr6:159074629-159075166	3.970345	4.247117	3.061579	2.569832	9.883971	7.676814
chr6:159112533-159112751	0.692401	0.804764	0.310994	0.825688	0.529287	1.685078
chr6:159125319-159125651	2.784724	2.642148	1.991015	2.048193	4.344300	5.655274
chr6:159141627-159141872	1.155179	2.005013	1.798686	1.224490	1.569859	2.498959
chr6:159210429-159210785	2.861989	1.774098	2.142449	2.921348	4.105445	1.777115
chr6:159224820-159225128	1.654006	0.797448	1.265684	2.337662	2.310190	1.523986
chr6:159238980-159240658	3.182135	3.962529	3.050443	3.528009	8.549556	10.641921
chr6:159274217-159274787	3.144654	3.416436	3.270889	2.035088	3.441296	2.506266
chr6:159290428-159291328	7.693921	8.654971	6.177025	5.511111	12.414530	15.827665
chr6:159420607-159421340	6.203506	5.768172	4.717091	3.901774	9.812153	13.698249
chr6:159464275-159464659	2.555032	1.050804	1.280014	1.041667	1.502404	1.647534
chr6:159483415-159483935	2.285922	2.260459	2.672751	3.115385	2.884615	2.551020
chr6:159527645-159528930	4.023200	3.658953	2.980941	3.081712	6.719545	6.590963
chr6:159888752-159889036	2.059527	1.729676	1.551683	1.478873	1.963705	1.724633
chr6:160023717-160023906	2.296097	3.248863	1.883239	2.857143	2.849003	2.699493
chr6:160113562-160114868	5.099829	5.910642	4.113998	4.241960	14.121215	17.845423
chr6:160147742-160149097	5.458469	6.188904	5.065983	4.546125	15.185922	21.146170
chr6:160182700-160183686	6.467909	7.508630	5.672637	7.018256	15.700578	20.159788
chr6:160210384-160211794	6.235783	7.801419	6.178627	5.929078	15.507365	21.985817
chr6:160240986-160241745	4.648619	4.507316	3.505951	3.320158	4.484646	5.592751
chr6:160241766-160241914	1.912290	1.185396	1.145213	0.945946	1.169439	2.757860
chr6:160389688-160390660	3.571706	4.385965	3.452605	2.798354	9.595600	10.351054
chr6:160390663-160390845	1.969728	1.735107	2.235053	2.417583	5.705833	3.812514
chr6:160400082-160400894	2.463054	3.284072	2.609168	2.118227	4.049829	2.840052
chr6:160417990-160418158	4.155436	3.759398	1.916868	2.857143	1.945971	1.336249
chr6:160420550-160420845	2.366486	2.259887	0.804367	1.220339	3.455020	2.282947
chr6:160437038-160437716	3.033339	3.700253	2.924854	3.067847	3.120037	2.137138
chr6:160449404-160450053	2.325784	3.081664	1.828106	1.510015	3.377978	1.981070
chr6:160451317-160451471	2.205342	3.645477	1.650892	2.467533	1.998002	4.373178
chr6:160522126-160522278	0.372393	0.692521	0.334523	0.789474	0.885628	2.685285
chr6:160524459-160524599	3.234501	1.127820	1.089588	0.428571	2.335165	0.874636
chr6:160683152-160683812	1.943968	2.684742	2.439651	2.878788	4.370629	4.205318
chr6:160883391-160884119	1.917893	2.409871	2.141926	1.510989	3.513314	3.139717
chr6:160941031-160941761	1.292323	1.033405	0.835849	0.986301	2.291886	1.901034
chr6:161066501-161066762	1.373527	1.882100	1.103968	1.992337	1.620984	0.703730
chr6:161412381-161413769	2.691534	3.324233	2.173594	2.391931	6.082354	5.660766
chr6:161549432-161550234	2.070296	1.640635	2.049960	1.770574	2.110109	2.671892
chr6:161647476-161647776	2.704402	1.754386	1.977401	2.133333	1.923077	1.224490
chr6:161694725-161695537	3.694581	4.342753	3.360608	3.300493	4.570860	4.875842
chr6:161814964-161815289	3.367199	3.022942	3.598436	4.123077	4.082840	2.135008
chr6:162250509-162250673	2.185918	2.246470	2.687061	2.926829	2.931520	2.488800
chr6:162545024-162545235	2.056693	1.247194	1.365572	2.369668	0.911411	0.870490
chr6:163826819-163826947	0.294811	3.015351	0.397246	0.937500	1.051683	0.318878
chr6:163834687-163836042	5.360997	6.124166	3.752580	4.442804	10.615952	14.278183
chr6:163836216-163836778	2.115088	2.684648	1.266663	1.672598	3.524501	3.377152
chr6:163881173-163881750	0.686701	0.942564	0.881238	1.143847	1.399813	0.636650
chr6:164817281-164817419	1.367241	1.017035	1.473839	1.159420	1.254181	1.626738
chr6:164817500-164817921	1.434142	1.583531	1.650630	1.757720	1.279006	0.969509
chr6:165658198-165658471	1.658719	2.377739	1.427951	1.538462	0.915751	1.345593
chr6:165722674-165723218	3.572419	3.644221	3.832253	3.235294	2.509898	2.325930
chr6:166019955-166020277	2.812610	4.140787	2.105485	1.552795	1.970855	2.281658
chr6:166032854-166032993	3.393512	2.271867	1.585173	1.870504	1.660210	3.670533
chr6:166138826-166138962	5.271920	5.159958	5.234297	2.941176	3.817873	3.451380
chr6:166196221-166196555	2.937521	3.309171	1.979093	1.556886	0.633349	0.916534
chr6:166245462-166245788	2.083575	2.152621	2.495581	1.717791	2.300614	1.815450
chr6:166260822-166261473	2.579486	2.182876	2.577521	0.921659	1.979204	1.034515
chr6:166262954-166263339	2.695418	2.369560	2.685450	1.558442	4.195804	2.438378
chr6:166298404-166298745	2.711227	2.675310	2.186987	3.577713	5.131965	4.309055
chr6:166365697-166366151	2.701355	2.975500	2.127977	1.277533	2.117926	1.887980
chr6:166399989-166401026	4.566875	4.500161	3.154471	3.066538	6.453527	5.195521
chr6:166419392-166420110	3.048300	2.590041	2.384212	1.810585	3.481894	3.155023
chr6:166422018-166422754	3.204471	2.741228	2.118644	1.521739	3.239967	1.940994
chr6:166446309-166446543	2.418965	1.949318	1.231349	0.854701	1.808021	2.354788
chr6:166511334-166511646	1.995646	2.530364	1.575402	1.987179	2.280572	3.205128
chr6:166620306-166620769	2.526590	3.334470	2.599114	1.425486	2.035222	2.159827
chr6:166634549-166635363	1.831162	2.564766	1.915629	1.818182	4.134379	3.710575
chr6:166642500-166643010	2.811691	2.442380	1.528747	1.725490	3.280543	2.320928
chr6:166657767-166658332	1.536150	1.024686	1.199940	0.955752	1.940095	1.119740
chr6:166666852-166667081	2.883744	1.991879	2.442454	2.183406	3.023178	2.495321
chr6:166689212-166689406	2.236919	2.260807	1.310501	2.164948	3.370341	3.892278
chr6:166747229-166747572	3.025469	3.375786	2.025992	2.390671	3.476116	2.201464
chr6:166755577-166756472	2.550859	2.607076	2.348263	2.659218	5.973356	4.902520
chr6:166795928-166797117	6.998111	7.185752	5.274337	4.962153	14.103642	17.850706
chr6:166825233-166825479	3.067955	2.282128	2.549263	1.707317	2.657911	2.488801
chr6:166830754-166831097	2.915452	3.068897	2.964866	1.924198	2.466921	2.379961
chr6:166901657-166902092	1.734982	1.976205	1.831288	1.793103	3.536693	2.627258
chr6:167040422-167041634	9.854287	10.335244	7.537618	6.716171	17.421934	21.603691
chr6:167171420-167171621	3.942551	2.356638	3.541614	2.388060	1.817834	0.913798
chr6:167369644-167370948	4.007987	4.493596	2.898513	2.684049	7.491742	8.701640
